"Tanggal","Origin (UTC)","Lintang","Bujur","Magnitudo","Depth","Ket","Terasa","Dampak","Sumber","Petugas","Created","Updated","Actions"
"19-12-2021","22:06:19.5","-0.59","131.56","2.3","6","44 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","2021-12-19 22:26:22","2021-12-19 22:26:49","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","22:09:25.7","-0.63","131.54","2.2","7","39 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","2021-12-19 22:26:27","2021-12-19 22:27:02","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","22:14:13.4","-0.65","131.55","1.8","6","38 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","2021-12-19 22:26:31","2021-12-19 22:27:14","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"20-12-2021","02:30:42.5","-4.57","139.97","3.4","10","50 km Tenggara YAHUKIMO-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"20-12-2021","14:13:48.5","-0.37","131.53","4.6","10","63 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"20-12-2021","21:07:49.8","-0.70","131.45","2.6","10","27 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","gogo","","2021-12-20 21:32:58","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"21-12-2021","01:51:05.1","-0.61","133.06","4.2","97","76 km TimurLaut TAMBRAUW-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"21-12-2021","19:08:38.4","-2.61","140.97","2.9","10","40 km Tenggara KOTA-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"21-12-2021","19:24:43.8","-3.33","138.74","3.3","26","33 km TimurLaut TOLIKARA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"22-12-2021","06:44:56.9","-0.85","131.24","3.8","10","7 km BaratLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"22-12-2021","10:04:40.8","-0.85","131.25","4.2","10","6 km BaratLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"22-12-2021","10:13:32.8","-0.82","131.25","4.1","10","9 km BaratLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"22-12-2021","10:22:12.1","-0.84","131.23","4.0","10","9 km BaratLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"22-12-2021","10:22:01.0","-0.61","131.57","3.2","10","43 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","PGR V","","2021-12-22 15:45:53","2021-12-22 15:45:53","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"22-12-2021","11:28:43.2","-0.72","131.53","2.1","10","32 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","PGR V","","2021-12-22 15:45:57","2021-12-22 15:45:57","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"22-12-2021","11:45:31.3","-0.68","131.53","2.1","10","34 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","PGR V","","2021-12-22 15:46:00","2021-12-22 15:46:00","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"22-12-2021","12:27:39.9","2.48","126.99","5.2","10","194 km BaratLaut TERNATE-MALUKU-UTARA","tidak","","PGR V","","2021-12-22 15:46:03","2021-12-22 15:46:03","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"22-12-2021","13:01:37.3","-0.67","131.52","2.4","9","34 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","PGR V","","2021-12-22 15:46:10","2021-12-22 15:46:10","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"22-12-2021","14:33:06.2","-0.65","131.54","4.2","10","37 km TimurLaut KOTA-SORONG-PAPUABRT","dirasakan","","angkasa","berlian","2021-12-22 15:46:14","2021-12-22 15:50:40","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"22-12-2021","14:35:09.8","-0.66","131.55","4.0","10","38 km TimurLaut KOTA-SORONG-PAPUABRT","dirasakan","","angkasa","berlian","2021-12-22 15:46:24","2021-12-22 15:50:29","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"22-12-2021","14:43:46.7","-0.63","131.54","2.2","10","39 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","PGR V","","2021-12-22 15:46:34","2021-12-22 15:46:34","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"22-12-2021","15:13:18.4","-0.64","131.53","3.0","10","37 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","berlian","2021-12-22 15:46:44","2021-12-22 15:51:10","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"22-12-2021","15:28:01.9","-0.67","131.50","2.2","13","33 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","PGR V","","2021-12-22 15:46:51","2021-12-22 15:46:51","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"22-12-2021","15:48:38.1","-0.66","131.52","2.1","10","35 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","PGR V","","2021-12-22 15:57:06","2021-12-22 15:57:06","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"22-12-2021","15:48:40.4","-0.80","131.33","3.2","21","10 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"22-12-2021","16:39:50.4","-0.65","131.56","3.7","10","39 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","berlian","2021-12-22 19:20:38","2021-12-22 19:22:28","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"22-12-2021","16:44:38.1","-0.74","131.43","2.0","23","22 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","PGR V","","2021-12-22 19:20:40","2021-12-22 19:20:40","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"22-12-2021","18:39:02.5","-0.63","131.53","2.4","10","38 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","berlian","2021-12-22 19:20:48","2021-12-22 19:22:07","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"23-12-2021","02:33:07.5","-2.94","140.35","2.8","10","40 km BaratDaya KAB-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"23-12-2021","10:52:01.6","-0.69","131.27","3.8","10","22 km BaratLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"23-12-2021","12:46:27.4","-0.83","131.25","3.6","10","8 km BaratLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"23-12-2021","17:51:23.0","-0.87","131.26","4.2","10","4 km BaratLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"23-12-2021","20:08:26.7","-0.81","131.24","3.8","10","10 km BaratLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"23-12-2021","22:43:16","-0.61","131.54","2.0","10","41 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","pgr v","purnama","2021-12-23 23:19:54","2021-12-23 23:19:54","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"24-12-2021","03:24:14.9","-0.63","131.54","2.6","10","39 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","","2021-12-24 04:46:41","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"24-12-2021","05:49:12.9","-1.71","134.49","3.2","58","44 km Tenggara RANSIKI-PAPUABRT","tidak","","angkasa","purnama","2021-12-24 06:48:24","2021-12-24 06:51:22","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"24-12-2021","06:05:42.0","-2.73","139.59","2.6","25","92 km BaratDaya KAB-JAYAPURA-PAPUA","tidak","","angkasa","purnama","2021-12-24 06:48:26","2021-12-24 06:51:30","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"24-12-2021","06:41:51.2","-2.54","139.40","2.8","78","105 km Tenggara SARMI-PAPUA","tidak","","angkasa","purnama","","2021-12-24 06:51:38","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"24-12-2021","07:08:30.9","-4.11","140.88","4.1","15","64 km TimurLaut PEG-BINTANG-PAPUA","tidak","","angkasa","purnama","2021-12-24 08:43:51","2021-12-24 10:23:49","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"24-12-2021","12:15:26.5","-0.64","131.53","3.4","9","37 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"25-12-2021","00:39:37.7","-2.90","139.95","2.8","27","61 km BaratDaya KAB-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"25-12-2021","13:09:06.0","-2.46","140.39","2.4","15","14 km BaratLaut KAB-JAYAPURA-PAPUA","tidak","","angkasa","purnama","","2021-12-25 21:14:53","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"25-12-2021","13:46:18.3","-0.63","131.55","2.1","7","40 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","pgr v","purnama","2021-12-25 15:10:46","2021-12-25 21:15:03","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"25-12-2021","16:49:30.1","-2.51","140.39","3.0","3","8 km BaratLaut KAB-JAYAPURA-PAPUA","tidak","","pgr v","purnama","2021-12-25 21:13:42","2021-12-25 21:15:12","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"25-12-2021","17:24:48.6","-2.33","134.11","2.5","10","63 km BaratLaut TELUKWONDAMA-PAPUABRT","tidak","","pgr v","purnama","2021-12-25 21:13:44","2021-12-25 21:15:23","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"25-12-2021","18:05:41.4","-1.42","134.71","2.7","10","57 km BaratDaya Pulau Numfor - PAPUA","tidak","","pgr v","purnama","2021-12-25 21:13:56","2021-12-25 21:15:44","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"25-12-2021","18:47:48.9","-0.62","131.56","1.6","10","41 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","pgr v","purnama","2021-12-25 21:13:58","2021-12-25 21:15:54","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"25-12-2021","20:33:09.5","-0.55","131.48","1.7","12","42 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","pgr v","purnama","2021-12-25 21:14:00","2021-12-25 21:16:05","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"26-12-2021","01:43:38.7","-0.69","131.50","2.4","6","31 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
