"Tanggal","Origin (UTC)","Lintang","Bujur","Magnitudo","Depth","Ket","Terasa","Dampak","Sumber","Petugas","Created","Updated","Actions"
"20-11-2021","21:28:57.1","-2.70","140.96","2.6","10","42 km Tenggara KOTA-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"20-11-2021","06:10:59.2","-2.66","139.73","3.2","10","75 km BaratDaya KAB-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"20-11-2021","11:22:38.7","-2.20","140.98","3.0","10","58 km TimurLaut KOTA-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"21-11-2021","09:08:54.5","-3.86","137.03","4.4","10","50 km Tenggara INTANJAYA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"21-11-2021","18:22:41.7","-3.66","141.23","4.0","10","63 km Tenggara KEEROM-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"24-11-2021","03:29:14.7","-1.71","136.91","3.7","139","82 km TimurLaut KEP-YAPEN-PAPUA","tidak","","pgr v","purnama","2021-11-24 22:46:00","2021-11-24 22:46:22","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"24-11-2021","13:21:31.3","-2.75","133.15","2.5","10","41 km TimurLaut FAKFAK-PAPUABRT","tidak","","pgr v","purnama","2021-11-24 22:46:02","2021-11-24 22:46:32","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"24-11-2021","16:35:24.4","-3.94","141.72","3.7","10","125 km Tenggara KEEROM-PAPUA","tidak","","pgr v","purnama","2021-11-24 22:46:03","2021-11-24 22:46:41","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"24-11-2021","22:11:50.1","-3.31","140.49","2.6","10","30 km BaratLaut KEEROM-PAPUA","tidak","","pgr v","purnama","2021-11-24 22:46:05","2021-11-24 22:46:50","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"25-11-2021","12:56:37.8","-2.73","141.50","4.5","10","100 km Tenggara KOTA-JAYAPURA-PAPUA","tidak","","angkasa","purnama","","2021-11-25 20:44:14","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"25-11-2021","20:35:17.5","-3.59","137.06","3.8","117","36 km Tenggara INTANJAYA-PAPUA","tidak","","angkasa","purnama","","2021-11-25 20:44:25","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"25-11-2021","22:17:26.1","-2.10","140.14","3.3","10","61 km BaratLaut KAB-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"25-11-2021","22:14:02.1","-1.64","135.84","3.8","10","39 km BaratLaut KEP-YAPEN-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"26-11-2021","07:08:49.9","-4.43","134.00","4.6","8","127 km Tenggara KAIMANA-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"26-11-2021","08:57:44.3","-4.15","134.18","4.1","10","99 km Tenggara KAIMANA-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"26-11-2021","14:45:17.9","-2.53","140.70","2.3","10","11 km TimurLaut KOTA-JAYAPURA-PAPUA","tidak","","angkasa","berlian","","2021-11-26 15:05:20","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"26-11-2021","21:42:50.8","-2.53","140.70","2.8","10","11 km TimurLaut KOTA-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"28-11-2021","07:45:38.7","-3.48","140.44","2.9","26","39 km BaratDaya KEEROM-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"28-11-2021","04:05:40.6","-4.02","134.09","3.1","10","83 km Tenggara KAIMANA-PAPUABRT","tidak","","PGR V","","2021-11-28 08:21:51","2021-11-28 08:21:51","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"28-11-2021","07:45:29.1","-2.71","138.98","3.2","10","82 km Tenggara MAMBERAMOTENGAH-PAPUA","tidak","","PGR V","","2021-11-28 08:21:54","2021-11-28 08:21:54","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"28-11-2021","09:30:28.8","-4.26","133.86","3.5","10","108 km BaratDaya KAIMANA-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"28-11-2021","17:27:28.0","-2.43","140.49","4.5","12","20 km TimurLaut KAB-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"28-11-2021","23:34:04.1","-3.35","134.90","3.9","10","84 km Tenggara TELUKWONDAMA-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"28-11-2021","17:27:29.4","-2.49","140.53","4.6","10","12 km BaratLaut KOTA-JAYAPURA-PAPUA","dirasakan","di Kota Jayapura dan Sentani  III MMI","angkasa","berlian","2021-12-03 00:26:13","2021-12-03 00:27:40","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"29-11-2021","06:35:50.2","1.55","134.69","5.6","10","274 km BaratLaut SUPIORI-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"29-11-2021","14:54:37.2","-3.19","140.01","3.0","27","80 km BaratDaya KAB-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"29-11-2021","15:42:18.3","-3.62","140.14","2.8","98","75 km BaratDaya KEEROM-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"29-11-2021","17:05:26.4","-3.00","141.14","2.6","28","57 km TimurLaut KEEROM-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"29-11-2021","22:59:06.7","-3.31","140.17","4.4","108","66 km BaratLaut KEEROM-PAPUA","tidak","","angkasa","purnama","","2021-11-30 10:34:06","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"30-11-2021","04:35:28.9","-3.14","135.10","4.1","22","83 km BaratLaut NABIRE-PAPUA","tidak","","angkasa","purnama","","2021-11-30 10:34:14","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"30-11-2021","10:27:42.9","-2.41","140.64","2.8","10","18 km TimurLaut KOTA-JAYAPURA-PAPUA","tidak","","angkasa","purnama","","2021-11-30 10:35:01","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"01-12-2021","05:43:02.3","-2.56","135.93","3.8","10","88 km BaratLaut WAROPEN-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"01-12-2021","10:38:52.2","-2.21","140.29","3.1","10","43 km BaratLaut KAB-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"03-12-2021","08:14:37.0","-2.41","140.49","2.9","17","21 km TimurLaut KAB-JAYAPURA-PAPUA","tidak","","angkasa","purnama","","2021-12-03 10:53:46","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"03-12-2021","10:32:30.3","-0.52","132.06","3.3","10","47 km BaratLaut TAMBRAUW-PAPUABRT","tidak","","angkasa","purnama","","2021-12-03 10:53:40","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"03-12-2021","10:33:01.8","-3.00","140.31","2.8","10","47 km BaratDaya KAB-JAYAPURA-PAPUA","tidak","","angkasa","purnama","","2021-12-03 10:53:33","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"04-12-2021","15:17:36.4","-4.41","134.10","4.4","13","126 km Tenggara KAIMANA-PAPUABRT","tidak","","pgr v","purnama","2021-12-04 17:15:06","2021-12-04 17:15:20","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"05-12-2021","04:23:48.3","-2.67","139.72","3.0","10","76 km BaratDaya KAB-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"05-12-2021","08:02:49.3","-2.01","139.32","3.5","10","66 km Tenggara SARMI-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"05-12-2021","08:02:49.3","-2.01","139.32","3.3","10","66 km Tenggara SARMI-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"05-12-2021","11:40:07.6","-2.76","141.28","4.7","10","77 km Tenggara KOTA-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"05-12-2021","01:10:57.6","-1.92","140.62","5.3","10","72 km TimurLaut KOTA-JAYAPURA-PAPUA","dirasakan","Di Jayapura II-III MMI , Sentani II MMI","angkasa","purnama","2021-12-09 23:07:16","2021-12-09 23:10:11","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"06-12-2021","19:35:15.4","-2.96","140.29","2.2","10","44 km BaratDaya KAB-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"07-12-2021","00:10:07.0","-1.96","138.72","4.3","10","12 km BaratDaya SARMI-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"07-12-2021","01:44:19.2","-5.13","136.68","4.4","10","50 km Tenggara MIMIKA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"07-12-2021","14:43:45.8","-2.31","140.26","2.5","10","34 km BaratLaut KAB-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"07-12-2021","14:58:22.6","-2.16","141.00","2.7","10","62 km TimurLaut KOTA-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"08-12-2021","19:11:53.3","-5.95","130.26","5.4","157","253 km BaratLaut SAUMLAKI-MALUKU","tidak","","angkasa","purnama","","2021-12-08 19:21:05","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"08-12-2021","21:07:54.4","-4.29","134.24","3.6","34","116 km Tenggara KAIMANA-PAPUABRT","tidak","","angkasa","purnama","","2021-12-08 21:14:15","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"09-12-2021","07:26:40.7","-3.61","140.33","3.3","25","56 km BaratDaya KEEROM-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"09-12-2021","15:13:33.4","-2.95","139.99","4.3","31","61 km BaratDaya KAB-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"09-12-2021","16:51:36.8","-1.78","141.04","4.0","10","99 km TimurLaut KOTA-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"09-12-2021","15:13:33.5","-2.96","139.98","4.3","30","63 km BaratDaya KAB-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"09-12-2021","19:26:00.9","-2.28","139.50","3.3","10","96 km Tenggara SARMI-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"09-12-2021","23:28:10.8","-1.55","135.59","3.0","10","68 km BaratDaya BIAK-KOTA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"10-12-2021","05:49:09.9","-2.76","139.32","3.4","32","105 km TimurLaut KOBAKMA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"10-12-2021","16:23:08.5","-2.35","140.03","2.9","21","49 km BaratLaut KAB-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"11-12-2021","13:01:43.6","-2.53","139.09","3.2","92","84 km Tenggara SARMI-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"11-12-2021","17:52:48.3","-3.15","138.68","3.6","15","43 km TimurLaut TOLIKARA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"12-12-2021","21:57:47.1","-3.17","139.39","3.5","10","66 km TimurLaut KOBAKMA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"13-12-2021","02:50:52.0","-3.16","140.16","3.3","14","70 km BaratDaya KAB-JAYAPURA-PAPUA","tidak","","angkasa","purnama","","2021-12-13 02:58:24","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"13-12-2021","09:00:48.5","-6.78","130.03","4.6","195","193 km BaratLaut SAUMLAKI-MALUKU","tidak","","angkasa","purnama","","2021-12-13 09:08:50","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"13-12-2021","09:10:27.8","-2.69","140.68","2.6","10","16 km Tenggara KOTA-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"14-12-2021","10:16:51.5","-1.97","139.24","3.9","14","56 km Tenggara SARMI-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"14-12-2021","17:49:27.5","-2.58","139.50","3.5","10","100 km BaratLaut KAB-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"15-12-2021","14:27:59.1","-1.76","140.61","3.1","10","89 km BaratLaut KOTA-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"16-12-2021","14:40:20.7","-0.73","135.63","4.1","10","1 km BaratDaya SUPIORI-PAPUA","dirasakan","","angkasa","berlian","","2021-12-17 00:14:11","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"17-12-2021","02:19:32.9","-2.26","139.39","3.3","10","84 km Tenggara SARMI-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"17-12-2021","04:44:48.5","-2.51","139.20","3.8","9","88 km Tenggara SARMI-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"17-12-2021","06:11:48.5","-0.70","134.54","3.1","10","45 km BaratLaut Pulau Numfor - PAPUA","tidak","","PGR V","","2021-12-17 06:40:02","2021-12-17 06:40:02","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"17-12-2021","08:06:57.7","-2.30","138.80","4.2","55","50 km Tenggara SARMI-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"17-12-2021","22:58:41.0","-2.86","139.82","3.5","33","72 km BaratDaya KAB-JAYAPURA-PAPUA","tidak","","angkasa","purnama","","2021-12-18 00:04:51","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"17-12-2021","23:59:53.3","-3.38","140.25","3.4","21","57 km BaratDaya KEEROM-PAPUA","tidak","","angkasa","purnama","","2021-12-18 00:04:59","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","00:22:02.9","-1.96","140.81","3.0","10","71 km TimurLaut KOTA-JAYAPURA-PAPUA","tidak","","angkasa","purnama","","2021-12-18 00:28:00","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","10:56:44.5","-2.78","140.84","2.1","10","35 km Tenggara KOTA-JAYAPURA-PAPUA","tidak","","angkasa","purnama","","2021-12-18 11:02:25","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","11:44:12.0","-2.62","140.65","2.3","10","7 km Tenggara KOTA-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","17:02:53.3","-2.59","140.68","2.4","10","8 km Tenggara KOTA-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","17:02:53.3","-2.59","140.68","2.4","10","8 km Tenggara KOTA-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","17:02:53.3","-2.59","140.68","2.4","10","8 km Tenggara KOTA-JAYAPURA-PAPUA","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","18:26:02.2","-0.64","131.50","5.6","10","35 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","18:55:34.3","-0.22","129.80","4.3","10","80 km BaratLaut RAJAAMPAT-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","19:06:08.3","-0.67","131.53","5.0","10","35 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","19:26:17.8","-0.66","131.52","4.3","10","35 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","19:33:59.5","-0.41","131.33","3.7","10","53 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","19:42:37.6","-1.57","130.57","3.7","10","111 km BaratDaya KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","19:53:46.7","-1.06","131.43","3.3","10","9 km BaratLaut KAB-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","20:04:23.1","-0.87","131.27","3.8","10","3 km BaratLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","20:22:01.0","-0.87","131.24","4.0","10","6 km BaratLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","20:34:29.3","-1.04","131.23","4.0","10","19 km BaratDaya KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","20:51:44.8","-0.97","131.22","3.5","10","13 km BaratDaya KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","21:12:34.5","-0.80","131.29","2.5","10","9 km BaratLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","21:17:47.9","-0.84","131.25","3.8","10","7 km BaratLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","21:19:37.1","-0.86","131.25","3.8","10","6 km BaratLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","22:04:59.6","-0.92","131.28","3.5","10","5 km BaratDaya KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","23:36:59.6","-0.68","131.53","4.4","10","34 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"18-12-2021","16:30:50.1","-3.92","133.56","4.6","17","82 km BaratDaya KAIMANA-PAPUABRT","dirasakan","di Kabupaten Kaimana III MMI","pgr v","purnama","2021-12-23 23:32:02","2021-12-23 23:33:07","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","06:48:19.7","-0.47","131.54","4.9","10","53 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","06:57:59.3","-0.57","131.41","4.4","10","37 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","10:32:04.0","-0.66","131.49","3.9","10","33 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","umum","","","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","10:56:30.8","-0.67","131.54","2.7","10","36 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","2021-12-19 11:22:17","2021-12-19 11:22:34","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","11:08:18.2","-0.59","131.56","2.0","5","44 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","2021-12-19 11:22:19","2021-12-19 12:10:27","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","11:33:58.2","-0.76","133.29","2.8","10","64 km BaratLaut PEGUNUNGANARFAK-PAPUABRT","tidak","","angkasa","purnama","","2021-12-19 12:10:34","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","12:19:14.9","-0.65","131.51","2.6","10","35 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","","2021-12-19 14:48:23","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","14:37:32.3","-0.69","131.47","2.2","12","29 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","","2021-12-19 14:48:31","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","13:24:31.6","-0.72","131.44","2.1","16","24 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","2021-12-19 14:48:59","2021-12-19 14:49:45","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","13:46:24.1","-1.12","131.12","1.8","10","33 km BaratDaya KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","2021-12-19 14:49:01","2021-12-19 14:49:52","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","13:50:16.8","-0.65","131.52","2.1","10","36 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","2021-12-19 14:49:08","2021-12-19 14:50:01","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","13:59:20.4","-0.65","131.52","2.2","5","36 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","2021-12-19 14:49:10","2021-12-19 14:50:14","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","14:06:45.2","-0.91","131.41","1.8","10","13 km Tenggara KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","2021-12-19 14:49:12","2021-12-19 14:50:22","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","14:16:32.0","-1.15","131.08","1.8","10","38 km BaratDaya KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","2021-12-19 14:49:14","2021-12-19 14:50:31","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","14:58:36.9","-0.65","131.53","3.6","8","37 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","","2021-12-19 17:17:08","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","16:56:27.3","-0.71","131.44","2.1","15","25 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","","2021-12-19 17:17:24","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","17:08:14.9","-0.59","131.56","2.4","7","44 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","","2021-12-19 17:17:34","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","16:47:30.8","-0.65","131.55","2.1","4","38 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","2021-12-19 17:17:59","2021-12-19 17:18:51","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","17:05:18.9","-0.65","131.52","2.0","7","36 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","2021-12-19 17:28:03","2021-12-19 17:28:17","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","20:56:41.1","-0.68","131.48","3.0","10","30 km TimurLaut KOTA-SORONG-PAPUABRT","dirasakan","","angkasa","purnama","","2021-12-19 21:08:32","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","19:32:48.8","-0.60","131.54","3.8","4","42 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","2021-12-19 21:07:29","2021-12-19 21:08:04","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","19:36:52.8","-0.62","131.56","3.1","10","41 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","2021-12-19 21:07:33","2021-12-19 21:08:11","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","20:11:19.2","-2.44","139.55","2.6","24","96 km BaratLaut KAB-JAYAPURA-PAPUA","tidak","","angkasa","purnama","2021-12-19 21:07:37","2021-12-19 21:08:18","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
"19-12-2021","20:31:35.7","-0.71","131.52","3.0","4","31 km TimurLaut KOTA-SORONG-PAPUABRT","tidak","","angkasa","purnama","2021-12-19 21:07:40","2021-12-19 21:08:26","Press Release 	  		  			  		  		 	 Edit  		  		  			  		  		 Delete"
